010	0.30103 -0.00001	0.00000	0.00000	0.00000	0.00000	0.00000	
011	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
012	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
020   0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
021	0.30103	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
030   0.96752	-0.09452	0.08055	0.00000	0.00000	0.00000	0.00000
031	0.77239	-0.02540	0.00000	0.00000	0.00000	0.00000	0.00000	
032	0.66158	-0.35902	0.63206	0.16091	-1.60592	1.60171	-0.48260
040	0.60683	-0.08674	0.30565	-0.28114	0.00000	0.00000	0.00000	
041	0.94968	-0.06463	-0.01291	0.00000	0.00000	0.00000	0.00000
042	0.96151	-0.08643	0.17386	-0.10330	-0.26522	0.40856	-0.17201
050	0.95033	-0.05703	0.00000	0.00000	0.00000	0.00000	0.00000	
051	0.60405	-0.03025	0.04525	0.00000	0.00000	0.00000	0.00000
052	0.77096	-0.01629	-0.01817	-0.01268	-0.00567	-0.00519	0.00353
060	0.76284	-0.03582	-0.05619	0.00000	0.00000	0.00000	0.00000
061	0.93471	-0.05427	0.00096	-0.15469	0.13656	-0.08684	0.02753
062	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
070	0.30955	-0.17778	1.10594	-2.42847	1.70721	0.00000	0.00000
071	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
072	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
080	0.00556	-0.12840	0.81506	-1.73635	1.26292	0.00000	0.00000
081	0.30257	-0.00451	0.00000	0.00000	0.00000	0.00000	0.00000	
090	0.76786	-0.05207	0.14713	-0.21376	0.00000	0.00000	0.00000	
091	0.00334	-0.00995	0.00000	0.00000	0.00000	0.00000	0.00000	
092	1.04920	-0.17044	-0.09444	0.06729	0.18610	-0.10668	-0.04170
100	0.97896	-0.19208	0.04753	0.00000	0.00000	0.00000	0.00000
101	0.75647	-0.05490	-0.10126	0.00000	0.00000	0.00000	0.00000
102	0.75066	-0.62789	0.50989	0.98378	-1.35593	-0.27383	0.64192
110	0.64618	-0.31132	0.68633	-0.47505	0.00000	0.00000	0.00000	
111	0.93588	-0.18848	0.08921	-0.22447	0.00000	0.00000	0.00000	
112	0.97904	-0.17610	0.12212	0.12696	-0.26911	-0.01831	0.10021
120	0.95254	-0.15166	0.02340	0.00000	0.00000	0.00000	0.00000
121	0.61971	-0.17465	0.48283	-0.39157	0.00000	0.00000	0.00000	
122	0.75907	-0.04189	-0.04364	-0.02593	-0.00738	-0.00353	0.01684
130	0.74465	-0.07389	-0.06965	0.00000	0.00000	0.00000	0.00000
131	0.92728	-0.15913	-0.01983	0.00000	0.00000	0.00000	0.00000
132	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
140	0.34419	-0.48157	1.92563	-3.17826	1.83211	0.00000	0.00000
141	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
142	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
150	0.07460	-0.75759	2.58494	-3.53170	1.65240	0.00000	0.00000
151	0.34383	-0.36852	1.08426	-0.84849	-1.57275	3.15963	-1.51923
160	1.47343	-0.97220	1.47986	-0.93275	0.00000	0.00000	0.00000	
161	1.41964	-0.06253	-0.07024	-0.04978	-0.02302	-0.02104	0.01211
162	1.42634	-0.04747	-0.05368	-0.03893	-0.01922	-0.01432	0.00491
170	1.02332	-1.02540	2.02181	-1.32723	0.00000	0.00000	0.00000	
171	0.87048	-0.06532	-0.05349	-0.01737	0.09005	0.08083	-0.04065
172	0.77815	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
180	0.80810	-0.39108	1.74756	-3.13517	1.93514	0.00000	0.00000
181	0.87424	-0.20218	0.47717	-0.23436	-0.75589	1.19515	-0.51399
190	1.44701	-0.67040	1.01267	-0.81428	0.00000	0.00000 	0.00000	
191	1.42759	-0.10930	-0.11507	-0.06963	-0.02130	-0.01466	0.04934
192	1.38556	-0.13384	-0.13503	-0.07655	-0.02424	0.03542	0.03839
200	1.49063	-0.33662	0.08553	-0.19277	0.00000	0.00000	0.00000
201	0.93594	-0.12764	-0.10192	-0.03050	0.02531	0.20228	-0.12008
202	0.93085	-0.13577	-0.10408	-0.02260	0.04373	0.20966	-0.14038
210	0.36884	-0.46740	1.02157	0.70872	0.00000	0.00000  0.00000
211	0.01161	-0.18661	1.04001	-2.40338	2.08988	0.01935	-0.60584
212	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	

